age,annual_income,employment_type,employment_stability_years,credit_score,existing_loans_count,existing_monthly_debt,requested_loan_amount,loan_tenure_months,dependents,savings_balance,risk_label,approved
31,267000.0,Self-Employed,13.0,656,1,155.0,1059000.0,60,4,211392.0,MEDIUM,1
61,724000.0,Salaried,28.1,834,0,0.0,2547000.0,48,3,757771.0,LOW,1
57,1098000.0,Self-Employed,23.5,584,1,5600.0,2801000.0,24,4,969706.0,MEDIUM,0
34,721000.0,Salaried,16.0,610,2,6410.0,2441000.0,24,2,237715.0,MEDIUM,0
50,479000.0,Business,13.0,663,1,2079.0,978000.0,12,2,434144.0,MEDIUM,1
55,394000.0,Salaried,3.4,713,1,535.0,1268000.0,60,3,269857.0,HIGH,0
41,1006000.0,Salaried,21.3,523,3,13613.0,2708000.0,12,0,751593.0,MEDIUM,0
57,230000.0,Self-Employed,29.8,613,0,0.0,93000.0,84,5,147647.0,LOW,1
25,302000.0,Salaried,7.0,727,1,1562.0,1151000.0,12,2,338903.0,MEDIUM,1
39,426000.0,Business,0.5,604,3,9364.0,1485000.0,48,2,185418.0,HIGH,0
34,1136000.0,Business,14.9,789,4,9291.0,4348000.0,48,2,191819.0,MEDIUM,1
46,679000.0,Salaried,18.4,643,1,592.0,2041000.0,12,2,468307.0,MEDIUM,1
24,302000.0,Salaried,1.1,608,3,9966.0,551000.0,84,3,233597.0,MEDIUM,1
45,449000.0,Self-Employed,21.6,728,0,0.0,479000.0,48,1,377772.0,LOW,1
65,374000.0,Self-Employed,16.7,808,0,0.0,361000.0,84,2,367651.0,LOW,1
62,353000.0,Salaried,6.7,713,3,11618.0,295000.0,24,1,25357.0,HIGH,0
45,972000.0,Business,27.0,780,3,25798.0,1085000.0,24,2,1211365.0,LOW,1
38,237000.0,Self-Employed,20.0,814,0,0.0,554000.0,60,1,92338.0,LOW,1
60,1419000.0,Salaried,7.1,606,0,0.0,4016000.0,24,3,606077.0,MEDIUM,0
28,888000.0,Salaried,9.7,755,0,0.0,1298000.0,84,2,484510.0,LOW,1
59,1040000.0,Business,27.7,558,1,12454.0,2424000.0,12,2,853052.0,MEDIUM,0
60,409000.0,Salaried,26.6,713,2,9296.0,639000.0,36,2,360863.0,LOW,1
34,494000.0,Business,12.2,674,1,1459.0,1421000.0,48,2,345306.0,MEDIUM,0
52,229000.0,Salaried,1.1,779,1,2301.0,906000.0,12,2,44047.0,MEDIUM,0
58,394000.0,Self-Employed,1.5,773,2,4033.0,1123000.0,48,4,174179.0,MEDIUM,1
53,727000.0,Business,8.5,725,3,18641.0,377000.0,60,0,441489.0,LOW,1
43,1176000.0,Business,18.9,703,0,0.0,2429000.0,12,0,196184.0,LOW,1
35,278000.0,Salaried,17.0,720,2,3743.0,876000.0,12,2,192913.0,MEDIUM,0
53,434000.0,Salaried,19.0,684,4,2748.0,1001000.0,12,3,117125.0,MEDIUM,0
45,493000.0,Business,21.5,675,0,0.0,1883000.0,60,2,452852.0,LOW,1
37,234000.0,Salaried,0.6,795,3,2138.0,118000.0,12,4,257071.0,LOW,1
53,771000.0,Salaried,3.2,805,2,8721.0,1062000.0,48,0,629656.0,LOW,1
22,350000.0,Freelance,1.5,668,0,0.0,391000.0,36,2,145828.0,LOW,1
34,481000.0,Salaried,4.6,699,0,0.0,1510000.0,12,3,42198.0,HIGH,0
60,412000.0,Salaried,2.3,686,2,1702.0,922000.0,60,4,297400.0,MEDIUM,0
60,337000.0,Salaried,19.2,551,1,3763.0,274000.0,60,2,237274.0,LOW,1
59,538000.0,Self-Employed,24.5,653,1,2623.0,730000.0,12,1,458058.0,MEDIUM,0
26,475000.0,Self-Employed,8.0,807,0,0.0,1061000.0,60,4,318647.0,MEDIUM,1
26,432000.0,Salaried,8.0,620,2,5536.0,1722000.0,120,3,73771.0,MEDIUM,0
23,349000.0,Salaried,0.6,849,1,3761.0,575000.0,24,2,47259.0,MEDIUM,1
27,655000.0,Salaried,9.0,773,1,5427.0,577000.0,84,2,72985.0,LOW,1
28,1457000.0,Self-Employed,8.2,712,1,9265.0,3117000.0,60,1,468329.0,LOW,0
62,588000.0,Salaried,29.8,724,2,4594.0,851000.0,120,2,119224.0,LOW,1
35,982000.0,Freelance,5.5,606,0,0.0,2351000.0,120,2,190234.0,MEDIUM,0
49,235000.0,Salaried,6.4,658,0,0.0,476000.0,36,0,179368.0,LOW,1
53,594000.0,Freelance,8.7,795,0,0.0,1694000.0,24,3,161732.0,MEDIUM,1
50,280000.0,Salaried,29.3,630,0,0.0,1031000.0,48,2,202135.0,MEDIUM,0
59,223000.0,Business,29.6,764,0,0.0,232000.0,24,2,105035.0,MEDIUM,0
47,347000.0,Salaried,23.8,569,2,8588.0,1158000.0,36,1,249941.0,MEDIUM,1
56,1105000.0,Salaried,18.9,584,2,7707.0,4213000.0,84,0,195773.0,HIGH,0
49,956000.0,Business,15.6,832,2,21889.0,1608000.0,24,1,73828.0,MEDIUM,1
58,625000.0,Business,29.1,679,1,979.0,450000.0,12,2,83201.0,MEDIUM,1
53,215000.0,Salaried,20.9,636,0,0.0,718000.0,60,0,215867.0,MEDIUM,0
57,480000.0,Business,28.3,789,4,17888.0,1389000.0,12,1,346819.0,MEDIUM,1
47,648000.0,Self-Employed,9.5,779,0,0.0,704000.0,120,5,517676.0,LOW,1
53,600000.0,Business,10.0,753,2,4569.0,1168000.0,12,1,721868.0,LOW,1
24,179000.0,Salaried,2.2,634,3,4319.0,437000.0,120,4,145080.0,MEDIUM,0
42,317000.0,Self-Employed,4.5,657,2,4704.0,294000.0,12,0,48457.0,MEDIUM,0
22,520000.0,Self-Employed,2.3,704,0,0.0,1531000.0,120,3,265351.0,LOW,1
30,745000.0,Salaried,12.0,735,1,7136.0,2125000.0,24,1,746582.0,LOW,1
25,150000.0,Business,7.0,639,0,0.0,537000.0,48,0,105811.0,MEDIUM,0
30,490000.0,Salaried,10.1,693,2,11363.0,1175000.0,120,3,134851.0,MEDIUM,1
53,589000.0,Salaried,21.5,701,2,8728.0,1428000.0,84,0,550970.0,LOW,1
58,900000.0,Self-Employed,14.5,782,2,19118.0,2333000.0,60,1,667687.0,LOW,1
33,819000.0,Self-Employed,15.0,740,0,0.0,1075000.0,24,2,794721.0,LOW,1
51,766000.0,Salaried,15.1,559,3,26404.0,2380000.0,84,1,442059.0,MEDIUM,1
56,334000.0,Salaried,29.0,662,2,564.0,919000.0,12,1,173988.0,MEDIUM,1
65,172000.0,Freelance,20.8,605,0,0.0,586000.0,36,0,124799.0,MEDIUM,0
44,427000.0,Salaried,7.5,725,1,2500.0,1342000.0,36,3,443530.0,MEDIUM,1
35,986000.0,Self-Employed,17.0,753,2,12092.0,2625000.0,120,1,592310.0,MEDIUM,0
49,1247000.0,Business,8.8,688,1,7169.0,1116000.0,12,0,87468.0,MEDIUM,1
28,828000.0,Salaried,10.0,658,0,0.0,3064000.0,120,0,540852.0,MEDIUM,1
25,699000.0,Freelance,3.1,685,0,0.0,1159000.0,48,1,94778.0,MEDIUM,0
49,679000.0,Business,27.0,696,2,7855.0,2626000.0,84,1,269337.0,MEDIUM,0
24,387000.0,Self-Employed,0.7,628,0,0.0,692000.0,60,2,223819.0,LOW,1
32,500000.0,Self-Employed,7.8,582,0,0.0,420000.0,120,4,173178.0,LOW,1
65,1471000.0,Self-Employed,27.6,515,3,36430.0,5257000.0,84,0,370580.0,MEDIUM,1
22,307000.0,Self-Employed,3.5,781,2,897.0,995000.0,24,2,20929.0,HIGH,0
47,1424000.0,Business,4.2,719,2,6686.0,4570000.0,48,2,494748.0,MEDIUM,0
51,445000.0,Salaried,23.1,709,1,2937.0,281000.0,36,0,210256.0,LOW,1
56,1197000.0,Salaried,27.4,781,2,1310.0,4253000.0,12,0,485378.0,LOW,0
56,232000.0,Salaried,2.4,579,2,736.0,582000.0,24,0,139487.0,MEDIUM,1
46,768000.0,Salaried,24.8,541,4,33153.0,1567000.0,48,3,453221.0,HIGH,0
63,347000.0,Salaried,16.4,710,0,0.0,1277000.0,84,2,318929.0,LOW,1
47,231000.0,Business,20.1,703,0,0.0,639000.0,48,1,56853.0,MEDIUM,0
25,616000.0,Self-Employed,7.0,541,0,0.0,488000.0,48,4,339184.0,LOW,1
40,990000.0,Self-Employed,20.9,708,2,23179.0,2200000.0,84,4,517476.0,LOW,0
31,325000.0,Self-Employed,1.0,647,1,105.0,863000.0,24,1,118700.0,HIGH,0
30,220000.0,Business,12.0,615,0,0.0,797000.0,120,2,110141.0,MEDIUM,1
60,511000.0,Self-Employed,1.0,653,1,3816.0,682000.0,60,1,272038.0,MEDIUM,1
58,513000.0,Business,13.7,484,0,0.0,1661000.0,84,1,257974.0,MEDIUM,1
26,751000.0,Salaried,4.5,632,1,8935.0,2448000.0,24,3,444368.0,HIGH,0
28,955000.0,Freelance,10.0,623,4,16991.0,739000.0,84,2,623978.0,LOW,1
43,521000.0,Self-Employed,9.4,724,2,5703.0,190000.0,12,1,609322.0,LOW,1
46,1645000.0,Salaried,13.6,667,0,0.0,4032000.0,24,0,1467556.0,MEDIUM,0
63,618000.0,Self-Employed,12.9,731,1,7472.0,1991000.0,48,3,234920.0,MEDIUM,1
32,439000.0,Self-Employed,14.0,476,0,0.0,1032000.0,60,2,182699.0,MEDIUM,1
46,205000.0,Salaried,14.4,612,2,3419.0,678000.0,60,0,52076.0,LOW,1
33,462000.0,Self-Employed,15.0,724,1,4948.0,1202000.0,12,0,294585.0,MEDIUM,0
60,442000.0,Salaried,2.2,655,5,2354.0,1201000.0,12,2,341710.0,HIGH,0
38,961000.0,Salaried,5.7,747,2,9060.0,388000.0,36,2,114762.0,MEDIUM,0
45,713000.0,Freelance,16.5,535,1,117.0,448000.0,36,1,102044.0,LOW,1
53,266000.0,Self-Employed,28.4,738,3,1770.0,793000.0,36,0,13073.0,MEDIUM,0
60,599000.0,Business,2.2,628,2,9442.0,1870000.0,24,3,244969.0,MEDIUM,0
63,808000.0,Self-Employed,1.3,621,0,0.0,1863000.0,60,0,633616.0,MEDIUM,1
32,1352000.0,Salaried,4.7,759,1,10694.0,3358000.0,12,0,792748.0,MEDIUM,0
64,920000.0,Self-Employed,19.2,772,2,15275.0,2367000.0,120,2,686849.0,LOW,1
56,853000.0,Self-Employed,12.0,762,1,1107.0,587000.0,36,1,647902.0,LOW,1
24,560000.0,Freelance,1.6,843,0,0.0,1552000.0,12,2,94010.0,MEDIUM,0
25,682000.0,Salaried,2.2,781,0,0.0,1412000.0,36,2,177935.0,MEDIUM,0
57,1144000.0,Business,5.9,616,1,9316.0,2894000.0,24,1,1053389.0,MEDIUM,1
28,243000.0,Freelance,9.0,691,0,0.0,579000.0,84,0,131404.0,LOW,1
62,438000.0,Self-Employed,18.8,651,3,9551.0,1368000.0,24,0,204166.0,MEDIUM,0
48,340000.0,Freelance,20.6,842,2,3605.0,503000.0,48,2,361033.0,LOW,1
51,678000.0,Salaried,3.7,768,2,9469.0,1140000.0,12,3,66267.0,MEDIUM,0
29,1130000.0,Freelance,11.0,664,2,4155.0,1976000.0,120,2,1039259.0,LOW,1
49,378000.0,Business,10.2,750,2,3741.0,1180000.0,84,2,318752.0,LOW,1
34,150000.0,Salaried,16.0,581,5,3509.0,284000.0,84,1,24499.0,MEDIUM,1
60,422000.0,Freelance,15.7,700,1,3884.0,403000.0,48,3,46634.0,LOW,1
61,935000.0,Self-Employed,6.7,604,2,16512.0,3681000.0,84,2,33169.0,HIGH,0
42,746000.0,Self-Employed,24.0,544,1,8475.0,1586000.0,24,2,207840.0,MEDIUM,0
31,699000.0,Self-Employed,13.0,742,3,16568.0,492000.0,84,1,297026.0,LOW,1
43,457000.0,Salaried,11.9,752,3,5391.0,1270000.0,120,1,115836.0,MEDIUM,0
21,251000.0,Self-Employed,3.0,716,3,7372.0,762000.0,24,4,91913.0,HIGH,0
57,736000.0,Business,7.7,665,0,0.0,1583000.0,84,2,462070.0,LOW,1
41,328000.0,Salaried,20.7,578,1,793.0,883000.0,84,2,43751.0,MEDIUM,0
46,2004000.0,Salaried,9.3,587,0,0.0,1882000.0,12,0,434651.0,MEDIUM,1
56,761000.0,Salaried,25.3,602,1,1261.0,1264000.0,120,1,429352.0,LOW,1
43,381000.0,Salaried,6.5,661,1,848.0,342000.0,48,3,294406.0,MEDIUM,0
21,374000.0,Business,1.7,766,1,3547.0,648000.0,84,4,441852.0,LOW,1
60,511000.0,Business,8.1,764,2,9839.0,1217000.0,120,2,339768.0,LOW,1
35,468000.0,Freelance,5.7,548,1,4626.0,907000.0,84,2,59071.0,MEDIUM,1
41,1056000.0,Self-Employed,15.2,624,3,11616.0,2635000.0,48,4,649896.0,MEDIUM,0
29,604000.0,Salaried,6.1,622,0,0.0,1303000.0,48,3,609410.0,LOW,1
29,348000.0,Freelance,11.0,477,1,3144.0,514000.0,12,3,234507.0,MEDIUM,0
30,1680000.0,Business,7.2,725,2,35027.0,1395000.0,12,3,1579312.0,MEDIUM,0
46,557000.0,Self-Employed,21.2,660,2,9867.0,688000.0,12,2,447225.0,LOW,1
61,857000.0,Self-Employed,17.4,670,0,0.0,894000.0,60,2,718307.0,LOW,1
55,375000.0,Freelance,29.6,787,3,1538.0,1094000.0,84,1,59099.0,LOW,0
45,672000.0,Business,27.0,687,2,11944.0,2240000.0,120,2,406158.0,MEDIUM,0
46,651000.0,Salaried,26.1,645,3,16856.0,1931000.0,24,2,480144.0,HIGH,0
31,174000.0,Business,13.0,725,3,2039.0,467000.0,60,0,21526.0,LOW,1
58,1811000.0,Salaried,11.6,764,1,16657.0,2606000.0,60,0,2097156.0,LOW,1
22,1172000.0,Salaried,0.6,703,3,24192.0,3435000.0,24,0,212252.0,HIGH,0
27,426000.0,Salaried,9.0,735,3,8937.0,1082000.0,84,2,61191.0,LOW,0
38,279000.0,Salaried,0.7,668,4,5128.0,132000.0,36,0,46596.0,LOW,1
47,666000.0,Salaried,16.1,673,3,2917.0,2436000.0,36,2,324957.0,MEDIUM,0
54,569000.0,Salaried,6.5,689,3,4629.0,339000.0,36,3,359275.0,LOW,1
47,669000.0,Self-Employed,16.7,619,1,6429.0,1445000.0,120,4,84257.0,MEDIUM,0
37,606000.0,Business,14.0,634,0,0.0,1332000.0,12,1,497211.0,MEDIUM,0
63,732000.0,Freelance,17.3,790,3,62.0,2487000.0,12,2,217089.0,MEDIUM,1
64,1288000.0,Salaried,16.5,840,2,32104.0,4738000.0,48,3,1033345.0,MEDIUM,0
44,760000.0,Self-Employed,26.0,807,1,2001.0,2870000.0,120,4,516372.0,LOW,1
45,288000.0,Freelance,16.6,574,1,2359.0,693000.0,120,1,243277.0,MEDIUM,1
27,1224000.0,Salaried,9.0,566,2,28364.0,3442000.0,48,1,1004996.0,MEDIUM,0
26,1446000.0,Business,8.0,584,1,10840.0,907000.0,60,2,361235.0,MEDIUM,1
44,3581000.0,Business,13.1,690,0,0.0,7539000.0,48,1,2245971.0,MEDIUM,1
53,275000.0,Salaried,14.1,455,0,0.0,996000.0,12,3,195544.0,MEDIUM,0
49,625000.0,Business,8.4,632,2,13443.0,1241000.0,60,1,228185.0,MEDIUM,0
63,155000.0,Business,11.4,792,1,1081.0,86000.0,48,1,21244.0,LOW,1
42,753000.0,Salaried,18.0,758,1,3423.0,785000.0,48,1,685516.0,LOW,1
46,389000.0,Salaried,17.4,639,2,4692.0,735000.0,120,0,210929.0,LOW,1
48,1714000.0,Salaried,19.1,645,2,36072.0,2021000.0,36,2,1700731.0,MEDIUM,1
41,340000.0,Salaried,10.6,725,0,0.0,596000.0,12,2,239206.0,LOW,1
27,196000.0,Self-Employed,9.0,754,0,0.0,300000.0,60,1,128737.0,LOW,1
37,407000.0,Self-Employed,18.3,637,2,6077.0,602000.0,24,0,388344.0,LOW,1
40,165000.0,Salaried,4.0,661,2,1967.0,105000.0,84,4,71581.0,MEDIUM,0
61,848000.0,Freelance,7.6,634,0,0.0,3024000.0,48,1,535885.0,MEDIUM,0
40,157000.0,Salaried,1.3,573,1,7.0,449000.0,12,2,123932.0,MEDIUM,0
42,550000.0,Salaried,2.2,662,3,15768.0,1434000.0,60,0,364111.0,MEDIUM,1
48,155000.0,Salaried,7.3,656,4,2147.0,394000.0,84,1,53421.0,MEDIUM,0
60,446000.0,Self-Employed,0.6,579,1,1838.0,788000.0,120,1,239796.0,MEDIUM,0
27,1448000.0,Salaried,7.4,731,0,0.0,4845000.0,12,2,786360.0,MEDIUM,0
21,671000.0,Salaried,0.3,718,1,438.0,2510000.0,12,3,781072.0,HIGH,0
52,322000.0,Salaried,1.8,735,0,0.0,103000.0,60,1,32207.0,LOW,1
33,530000.0,Business,13.1,618,0,0.0,314000.0,36,3,413795.0,LOW,1
50,546000.0,Freelance,27.4,521,1,6410.0,1527000.0,84,2,25835.0,MEDIUM,0
43,718000.0,Salaried,23.7,717,2,8163.0,843000.0,36,1,522736.0,LOW,1
39,238000.0,Salaried,9.2,626,0,0.0,874000.0,48,1,109273.0,HIGH,0
52,771000.0,Self-Employed,27.7,608,3,19492.0,2135000.0,36,3,696507.0,HIGH,0
50,150000.0,Business,9.9,579,2,3359.0,249000.0,48,1,78066.0,MEDIUM,0
49,370000.0,Salaried,2.2,657,2,4052.0,680000.0,48,3,331284.0,MEDIUM,0
65,403000.0,Freelance,29.8,806,5,17414.0,1151000.0,60,0,367633.0,MEDIUM,1
49,790000.0,Self-Employed,26.1,639,2,19342.0,649000.0,12,4,383642.0,MEDIUM,1
50,548000.0,Self-Employed,14.0,592,4,6595.0,1956000.0,24,2,189474.0,MEDIUM,0
36,233000.0,Self-Employed,18.0,732,1,2390.0,74000.0,120,5,41157.0,LOW,1
60,299000.0,Freelance,20.1,693,0,0.0,1173000.0,24,2,15785.0,MEDIUM,0
39,609000.0,Business,5.8,510,1,3245.0,560000.0,36,0,17267.0,MEDIUM,1
38,515000.0,Salaried,6.0,732,1,1814.0,1569000.0,60,0,156333.0,MEDIUM,1
21,382000.0,Salaried,1.6,850,0,0.0,171000.0,24,0,310556.0,LOW,1
34,405000.0,Self-Employed,16.0,471,2,52.0,768000.0,120,1,296258.0,MEDIUM,1
22,821000.0,Salaried,3.9,581,0,0.0,2161000.0,12,2,552864.0,HIGH,0
48,396000.0,Business,23.5,452,2,4408.0,222000.0,48,0,28824.0,MEDIUM,1
50,513000.0,Business,1.7,673,1,4054.0,995000.0,48,1,371691.0,MEDIUM,1
58,1987000.0,Business,14.3,759,2,31661.0,2825000.0,60,2,1251692.0,LOW,0
24,230000.0,Freelance,3.4,688,1,1678.0,493000.0,36,1,168347.0,MEDIUM,1
21,178000.0,Salaried,2.6,791,5,3260.0,386000.0,12,1,148160.0,MEDIUM,0
28,865000.0,Business,1.8,746,1,10244.0,2773000.0,120,1,183585.0,MEDIUM,0
49,360000.0,Business,12.6,816,5,8819.0,273000.0,36,4,449158.0,LOW,1
59,446000.0,Salaried,17.5,772,0,0.0,270000.0,120,0,324038.0,LOW,1
23,338000.0,Business,3.1,647,2,4686.0,604000.0,36,4,253982.0,MEDIUM,1
52,462000.0,Salaried,4.1,685,1,4325.0,1656000.0,60,1,211568.0,HIGH,0
30,1410000.0,Business,12.0,610,3,647.0,4885000.0,48,1,212081.0,MEDIUM,0
30,874000.0,Self-Employed,12.0,661,2,6038.0,2073000.0,36,3,662979.0,MEDIUM,0
39,906000.0,Salaried,4.9,684,3,28029.0,3251000.0,120,1,960019.0,MEDIUM,1
54,231000.0,Self-Employed,16.1,673,0,0.0,758000.0,36,5,151592.0,MEDIUM,1
53,271000.0,Self-Employed,27.4,787,3,4151.0,360000.0,12,2,79531.0,LOW,1
43,150000.0,Salaried,0.5,653,0,0.0,139000.0,84,2,101833.0,MEDIUM,0
48,332000.0,Salaried,19.3,605,0,0.0,470000.0,48,5,146308.0,MEDIUM,0
52,959000.0,Salaried,2.2,610,0,0.0,1094000.0,36,1,398874.0,LOW,1
27,737000.0,Self-Employed,0.2,732,1,3152.0,1919000.0,84,4,814506.0,MEDIUM,1
49,473000.0,Business,4.5,567,2,837.0,1166000.0,24,2,323592.0,MEDIUM,0
28,533000.0,Freelance,10.0,663,0,0.0,1340000.0,120,3,303766.0,LOW,0
21,357000.0,Self-Employed,1.4,786,0,0.0,357000.0,84,2,202852.0,LOW,1
23,611000.0,Business,1.2,703,2,432.0,1973000.0,24,2,189285.0,MEDIUM,1
44,856000.0,Salaried,18.8,674,5,31685.0,1630000.0,120,0,345419.0,LOW,1
43,205000.0,Business,12.3,677,2,4904.0,420000.0,48,0,126473.0,MEDIUM,0
28,647000.0,Salaried,7.0,597,2,12861.0,2581000.0,48,1,50234.0,MEDIUM,0
57,945000.0,Salaried,15.4,611,2,8165.0,1270000.0,60,1,356034.0,LOW,1
23,421000.0,Self-Employed,1.5,664,2,1455.0,740000.0,84,2,233825.0,MEDIUM,0
53,823000.0,Salaried,25.0,701,5,23922.0,2307000.0,120,2,588973.0,MEDIUM,1
48,2925000.0,Business,25.4,755,1,14367.0,10406000.0,36,2,2740027.0,LOW,1
28,508000.0,Business,10.0,687,1,6171.0,391000.0,24,1,26745.0,MEDIUM,0
54,684000.0,Salaried,23.8,788,3,25390.0,2065000.0,84,2,283912.0,LOW,1
55,347000.0,Salaried,6.4,808,4,7124.0,1283000.0,24,2,132695.0,MEDIUM,0
52,602000.0,Business,22.2,743,0,0.0,1123000.0,120,3,396266.0,LOW,1
44,712000.0,Business,26.0,777,2,16209.0,969000.0,48,3,442564.0,MEDIUM,1
34,607000.0,Salaried,0.4,600,2,12042.0,1704000.0,120,0,65439.0,HIGH,0
52,293000.0,Salaried,13.2,588,1,1873.0,355000.0,48,1,215038.0,LOW,1
63,612000.0,Self-Employed,19.4,721,1,2795.0,1054000.0,12,1,506730.0,MEDIUM,1
36,1299000.0,Self-Employed,18.0,572,2,14554.0,4701000.0,12,3,994904.0,MEDIUM,1
24,707000.0,Salaried,1.9,656,1,7970.0,1756000.0,120,2,106711.0,MEDIUM,1
57,962000.0,Salaried,29.2,741,1,2220.0,627000.0,48,2,614331.0,LOW,1
41,469000.0,Business,18.5,793,5,23649.0,713000.0,12,2,379832.0,MEDIUM,0
34,847000.0,Self-Employed,4.9,659,2,385.0,2220000.0,48,0,73648.0,MEDIUM,0
51,639000.0,Freelance,0.6,628,3,22059.0,1330000.0,84,2,628665.0,MEDIUM,0
38,305000.0,Business,20.0,705,3,5722.0,837000.0,48,2,283190.0,MEDIUM,0
27,654000.0,Freelance,2.4,594,2,3707.0,2039000.0,60,3,169594.0,MEDIUM,0
30,298000.0,Salaried,4.2,666,3,32.0,619000.0,12,2,208346.0,MEDIUM,0
27,370000.0,Business,9.0,679,1,2588.0,1462000.0,36,4,70819.0,MEDIUM,1
53,605000.0,Salaried,18.1,677,2,3698.0,2229000.0,36,0,589110.0,MEDIUM,1
43,646000.0,Self-Employed,20.6,687,2,10195.0,337000.0,84,3,93499.0,MEDIUM,0
41,265000.0,Self-Employed,11.8,613,2,1863.0,341000.0,60,3,239891.0,MEDIUM,1
39,1017000.0,Salaried,21.0,621,0,0.0,1436000.0,120,1,857729.0,LOW,1
39,762000.0,Business,21.0,620,1,4811.0,748000.0,36,2,381438.0,LOW,0
56,354000.0,Business,8.1,550,1,2498.0,515000.0,36,2,208669.0,MEDIUM,0
49,215000.0,Salaried,21.1,707,2,2433.0,402000.0,84,1,67706.0,LOW,1
38,495000.0,Self-Employed,20.0,751,5,14170.0,243000.0,84,2,248360.0,LOW,1
22,414000.0,Salaried,2.3,743,4,12206.0,319000.0,60,4,123531.0,LOW,1
21,578000.0,Salaried,1.2,659,0,0.0,379000.0,24,1,338640.0,LOW,1
25,435000.0,Business,6.7,615,1,721.0,205000.0,60,5,148690.0,LOW,0
40,162000.0,Salaried,16.1,739,0,0.0,337000.0,60,1,73646.0,MEDIUM,0
31,428000.0,Freelance,13.0,731,1,759.0,657000.0,12,0,237783.0,MEDIUM,1
62,450000.0,Salaried,21.0,697,3,11699.0,1693000.0,36,0,451693.0,MEDIUM,1
22,790000.0,Self-Employed,1.0,819,3,15660.0,537000.0,120,1,604823.0,LOW,1
23,355000.0,Self-Employed,0.8,677,0,0.0,1323000.0,36,1,320307.0,MEDIUM,1
43,1479000.0,Salaried,2.0,659,1,14759.0,917000.0,24,2,1361264.0,LOW,1
32,172000.0,Salaried,2.3,648,0,0.0,446000.0,120,0,49286.0,LOW,1
40,1187000.0,Business,22.0,555,1,8429.0,1444000.0,60,2,835228.0,LOW,1
25,472000.0,Business,4.1,732,3,1317.0,1586000.0,48,2,375906.0,MEDIUM,0
57,905000.0,Salaried,18.7,671,2,16842.0,477000.0,24,1,521112.0,LOW,1
58,567000.0,Self-Employed,9.7,720,2,9854.0,2168000.0,24,0,79986.0,MEDIUM,1
50,1071000.0,Salaried,13.7,827,2,21484.0,509000.0,36,1,862105.0,LOW,1
29,428000.0,Salaried,6.5,648,1,4732.0,510000.0,36,1,83188.0,MEDIUM,0
54,280000.0,Self-Employed,26.0,492,0,0.0,565000.0,36,2,180989.0,LOW,1
64,1267000.0,Salaried,17.6,718,0,0.0,3924000.0,36,1,1402354.0,MEDIUM,1
55,505000.0,Business,28.3,693,2,4364.0,1929000.0,24,1,284699.0,MEDIUM,0
42,617000.0,Business,17.2,621,3,7944.0,1162000.0,84,0,286641.0,LOW,1
64,1134000.0,Freelance,3.7,711,2,26771.0,3518000.0,60,2,670685.0,MEDIUM,0
44,291000.0,Self-Employed,5.1,742,0,0.0,870000.0,84,2,34990.0,MEDIUM,1
37,772000.0,Freelance,19.0,604,2,10586.0,1863000.0,84,1,198938.0,MEDIUM,0
30,379000.0,Self-Employed,12.0,655,0,0.0,1083000.0,36,2,382695.0,MEDIUM,1
50,499000.0,Self-Employed,1.5,798,0,0.0,220000.0,12,2,241948.0,MEDIUM,0
43,564000.0,Freelance,21.1,622,1,2280.0,1091000.0,24,1,345815.0,MEDIUM,1
52,220000.0,Self-Employed,12.4,685,1,422.0,706000.0,120,2,163375.0,MEDIUM,0
37,339000.0,Salaried,9.2,470,3,8130.0,697000.0,120,1,223311.0,HIGH,0
37,1215000.0,Business,4.6,561,2,1295.0,4291000.0,48,1,290378.0,MEDIUM,0
34,920000.0,Freelance,16.0,692,0,0.0,3114000.0,48,2,934120.0,MEDIUM,0
29,520000.0,Business,1.9,778,0,0.0,1817000.0,60,2,275576.0,MEDIUM,1
60,625000.0,Self-Employed,8.7,571,1,2306.0,488000.0,24,3,533976.0,LOW,0
22,453000.0,Self-Employed,0.6,685,0,0.0,545000.0,24,2,219374.0,MEDIUM,0
65,1219000.0,Freelance,4.8,649,1,14564.0,499000.0,24,1,173047.0,LOW,1
45,479000.0,Salaried,15.2,756,2,9769.0,1886000.0,84,3,50046.0,MEDIUM,1
59,621000.0,Self-Employed,0.4,582,0,0.0,729000.0,12,0,567386.0,HIGH,0
29,1075000.0,Salaried,9.0,714,3,21396.0,1783000.0,120,4,190177.0,MEDIUM,1
42,339000.0,Self-Employed,24.0,627,1,2412.0,447000.0,120,1,192846.0,LOW,1
63,1377000.0,Self-Employed,9.3,697,1,14393.0,616000.0,12,0,855543.0,MEDIUM,0
24,216000.0,Salaried,0.2,685,1,1331.0,274000.0,84,0,102265.0,MEDIUM,0
46,1437000.0,Salaried,14.2,659,2,14611.0,953000.0,36,1,677774.0,LOW,1
49,432000.0,Self-Employed,16.9,718,1,3320.0,760000.0,84,0,251729.0,LOW,0
65,467000.0,Salaried,24.3,683,0,0.0,1811000.0,48,1,67775.0,MEDIUM,1
54,174000.0,Salaried,5.7,669,4,6533.0,502000.0,120,1,152124.0,MEDIUM,0
43,411000.0,Business,25.0,651,0,0.0,1198000.0,84,0,174013.0,MEDIUM,0
57,290000.0,Salaried,22.7,686,4,10813.0,573000.0,12,1,88036.0,MEDIUM,0
